"dataset","consumer","degree","degree_all_taxa","self_links","metrics","n_metrics","consumer_taxon_status","consumer_taxon_evidence"
"TetraEU consumers","Spermophilus citellus",43,43,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Spermophilus fulvus",43,43,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Spermophilus major",43,43,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Spermophilus musicus",43,43,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Spermophilus pygmaeus",43,43,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Spermophilus suslicus",43,43,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Spermophilus taurensis",43,43,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Spermophilus xanthoprymnus",43,43,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Stellagama stellio",131,131,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Stercorarius longicaudus",241,241,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Stercorarius parasiticus",261,261,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Stercorarius pomarinus",260,260,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Stercorarius skua",274,274,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Strix aluco",714,714,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Strix nebulosa",287,287,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Strix uralensis",239,239,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Sturnus unicolor",227,227,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Sturnus vulgaris",253,253,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Surnia ulula",157,157,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Sus scrofa",566,566,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Tachybaptus ruficollis",23,23,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Tadorna ferruginea",102,102,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Tamias sibiricus",128,128,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Tatera indica",43,43,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Telescopus fallax",597,597,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Telescopus nigriceps",887,887,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Testudo graeca",0,0,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Testudo hermanni",1,1,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Tetrax tetrax",49,49,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Timon lepidus",622,622,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Trachylepis vittata",0,0,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Tringa nebularia",4,4,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Triturus carnifex",72,72,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Triturus marmoratus",28,28,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Triturus pygmaeus",82,82,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Turdus merula",142,142,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Turdus philomelos",96,96,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Turdus pilaris",40,40,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Turdus torquatus",98,98,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Turdus viscivorus",3,3,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Tyto alba",365,365,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Upupa epops",162,162,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Ursus arctos",213,213,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Ursus maritimus",53,53,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Vanellus spinosus",54,54,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Vanellus vanellus",23,23,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Varanus griseus",878,878,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Vipera ammodytes",507,507,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Vipera aspis",282,282,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Vipera berus",589,589,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Vipera darevskii",282,282,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Vipera dinniki",499,499,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Vipera eriwanensis",282,282,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Vipera kaznakovi",499,499,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Vipera latastei",630,630,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Vipera renardi",282,282,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Vipera seoanei",611,611,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Vipera ursinii",282,282,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Vormela peregusna",357,357,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Vulpes corsac",278,278,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Vulpes vulpes",838,838,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Zamenis hohenackeri",282,282,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Zamenis lineatus",499,499,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Zamenis longissimus",499,499,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Zamenis persicus",375,375,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Zamenis scalaris",385,385,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Zamenis situla",836,836,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
