Family;Species;Realm affinity;CTmax;SD CTmax
Mormyridae;Genyomyrus donnyi;Freshwater;37,51;4,63
Mormyridae;Gnathonemus petersii;Freshwater;37,21;4,64
Mormyridae;Hippopotamyrus ansorgii;Freshwater;36,33;4,26
Mormyridae;Hippopotamyrus pictus;Freshwater;38,75;4,15
Mormyridae;Hippopotamyrus szaboi;Freshwater;36,78;4,26
Mormyridae;Hippopotamyrus wilverthi;Freshwater;37,59;4,49
Mormyridae;Hyperopisus bebe;Freshwater;38,32;4,15
Mormyridae;Isichthys henryi;Freshwater;38,14;4,15
Mormyridae;Ivindomyrus marchei;Freshwater;37,79;4,37
Mormyridae;Ivindomyrus opdenboschi;Freshwater;37,40;4,37
Mormyridae;Marcusenius altisambesi;Freshwater;36,55;4,58
Mormyridae;Marcusenius devosi;Freshwater;38,18;4,37
Mormyridae;Marcusenius greshoffii;Freshwater;37,60;4,49
Mormyridae;Marcusenius macrolepidotus;Freshwater;37,38;4,58
Mormyridae;Marcusenius moorii;Freshwater;37,55;4,58
Mormyridae;Marcusenius ntemensis;Freshwater;37,40;4,08
Mormyridae;Marcusenius senegalensis;Freshwater;38,80;4,49
Mormyridae;Mormyrops masuianus;Freshwater;37,79;4,00
Mormyridae;Mormyrops nigricans;Freshwater;37,81;4,00
Mormyridae;Mormyrus ovis;Freshwater;37,68;4,15
Mormyridae;Myomyrus macrops;Freshwater;37,54;3,78
Mormyridae;Oxymormyrus zanclirostris;Freshwater;37,83;3,89
Mormyridae;Paramormyrops curvifrons;Freshwater;37,64;4,37
Mormyridae;Paramormyrops gabonensis;Freshwater;37,37;4,37
Mormyridae;Paramormyrops hopkinsi;Freshwater;37,44;4,37
Mormyridae;Paramormyrops longicaudatus;Freshwater;37,66;4,37
Mormyridae;Petrocephalus balayi;Freshwater;37,91;4,00
Mormyridae;Petrocephalus binotatus;Freshwater;37,72;4,00
Mormyridae;Petrocephalus christyi;Freshwater;37,42;4,15
Mormyridae;Petrocephalus grandoculis;Freshwater;37,69;4,00
Mormyridae;Petrocephalus microphthalmus;Freshwater;37,48;3,78
Mormyridae;Petrocephalus pallidomaculatus;Freshwater;38,78;4,00
Mormyridae;Petrocephalus sauvagii;Freshwater;37,69;4,15
Mormyridae;Petrocephalus simus;Freshwater;37,59;3,89
Mormyridae;Petrocephalus soudanensis;Freshwater;38,88;4,00
Mormyridae;Petrocephalus sullivani;Freshwater;37,84;4,13
Mormyridae;Pollimyrus adspersus;Freshwater;38,44;4,13
Mormyridae;Pollimyrus castelnaui;Freshwater;36,80;4,13
Mormyridae;Pollimyrus marianne;Freshwater;36,76;4,13
Mormyridae;Pollimyrus petricolus;Freshwater;38,75;4,13
Moronidae;Dicentrarchus labrax;Freshwater;33,43;0,15
Moronidae;Morone americana;Freshwater;34,95;0,15
Moronidae;Morone chrysops;Freshwater;35,47;0,15
Moronidae;Morone mississippiensis;Freshwater;37,05;0,86
Moronidae;Morone saxatilis;Freshwater;35,01;0,16
Mugilidae;Agonostomus telfairii;Freshwater;35,65;2,01
Mugilidae;Aldrichetta forsteri;Freshwater;32,94;1,94
Mugilidae;Chelon macrolepis;Freshwater;38,02;1,62
Mugilidae;Chelon planiceps;Freshwater;38,10;1,72
Mugilidae;Liza abu;Freshwater;38,39;1,56
Mugilidae;Liza aurata;Freshwater;35,28;1,05
Mugilidae;Liza ramada;Freshwater;35,64;0,16
Mugilidae;Liza saliens;Freshwater;37,48;1,37
Mugilidae;Mugil curema;Marine;34,97;0,15
Mullidae;Mullus surmuletus;Marine;33,31;0,17
Muraenesocidae;Congresox talabonoides;Marine;38,94;0,17
Muraenidae;Gymnothorax polyuranodon;Freshwater;38,92;2,59
Nandidae;Nandus nandus;Freshwater;39,17;2,66
Nandidae;Nandus nebulosus;Freshwater;39,53;2,66
Nandidae;Nandus oxyrhynchus;Freshwater;40,24;2,51
Nandidae;Pristolepis fasciata;Freshwater;39,93;2,39
Nandidae;Pristolepis marginata;Freshwater;40,00;2,39
Nemipteridae;Pentapodus setosus;Marine;37,67;0,16
Nemipteridae;Scolopsis taenioptera;Marine;38,23;0,17
Nothobranchiidae;Aphyosemion ahli;Freshwater;38,93;3,11
Nothobranchiidae;Aphyosemion alpha;Freshwater;39,64;3,11
Nothobranchiidae;Aphyosemion aureum;Freshwater;38,73;3,41
Nothobranchiidae;Aphyosemion australe;Freshwater;39,40;2,95
Nothobranchiidae;Aphyosemion bamilekorum;Freshwater;37,40;2,98
Nothobranchiidae;Aphyosemion batesii;Freshwater;38,75;3,24
Nothobranchiidae;Aphyosemion bitaeniatum;Freshwater;40,04;3,41
Nothobranchiidae;Aphyosemion bivittatum;Freshwater;39,61;3,41
Nothobranchiidae;Aphyosemion bualanum;Freshwater;38,85;3,20
Nothobranchiidae;Aphyosemion calliurum;Freshwater;39,79;2,98
Nothobranchiidae;Aphyosemion cameronense;Freshwater;39,03;3,41
Nothobranchiidae;Aphyosemion christyi;Freshwater;38,48;3,23
Nothobranchiidae;Aphyosemion citrineipinnis;Freshwater;39,53;3,54
Nothobranchiidae;Aphyosemion coeleste;Freshwater;39,16;3,25
Nothobranchiidae;Aphyosemion cognatum;Freshwater;38,75;3,24
Nothobranchiidae;Aphyosemion congicum;Freshwater;38,71;3,21
Nothobranchiidae;Aphyosemion decorsei;Freshwater;38,99;3,24
Nothobranchiidae;Aphyosemion edeanum;Freshwater;39,15;3,11
Nothobranchiidae;Aphyosemion elberti;Freshwater;38,71;3,20
Nothobranchiidae;Aphyosemion elegans;Freshwater;38,89;3,23
Nothobranchiidae;Aphyosemion etsamense;Freshwater;39,53;3,25
Nothobranchiidae;Aphyosemion exigoideum;Freshwater;39,63;3,20
Nothobranchiidae;Aphyosemion exiguum;Freshwater;38,69;3,11
Nothobranchiidae;Aphyosemion franzwerneri;Freshwater;39,20;2,98
Nothobranchiidae;Aphyosemion heinemanni;Freshwater;39,68;2,98
Nothobranchiidae;Aphyosemion herzogi;Freshwater;38,81;2,95
Nothobranchiidae;Aphyosemion kouamense;Freshwater;39,55;3,25
Nothobranchiidae;Aphyosemion labarrei;Freshwater;37,57;3,20
Nothobranchiidae;Aphyosemion lamberti;Freshwater;38,87;3,24
Nothobranchiidae;Aphyosemion loennbergii;Freshwater;39,01;3,41
Nothobranchiidae;Aphyosemion louessense;Freshwater;39,12;3,21
Nothobranchiidae;Aphyosemion lugens;Freshwater;39,11;3,21
Nothobranchiidae;Aphyosemion maculatum;Freshwater;38,64;3,24
Nothobranchiidae;Aphyosemion mimbon;Freshwater;39,16;3,41
Nothobranchiidae;Aphyosemion ocellatum;Freshwater;39,27;3,53
Nothobranchiidae;Aphyosemion poliaki;Freshwater;39,15;3,53
Nothobranchiidae;Aphyosemion primigenium;Freshwater;39,27;3,21
Nothobranchiidae;Aphyosemion punctatum;Freshwater;38,67;3,24
Nothobranchiidae;Aphyosemion rectogoense;Freshwater;39,12;3,23
Nothobranchiidae;Aphyosemion riggenbachi;Freshwater;39,30;3,25
Nothobranchiidae;Aphyosemion splendopleure;Freshwater;39,16;3,63
Nothobranchiidae;Aphyosemion striatum;Freshwater;39,28;3,21
Nothobranchiidae;Aphyosemion volcanum;Freshwater;39,10;3,63
Nothobranchiidae;Aphyosemion wildekampi;Freshwater;38,67;3,23
Nothobranchiidae;Archiaphyosemion guineense;Freshwater;39,30;2,82
Nothobranchiidae;Callopanchax monroviae;Freshwater;39,12;3,11
Nothobranchiidae;Callopanchax occidentalis;Freshwater;39,39;3,21
Nothobranchiidae;Callopanchax toddi;Freshwater;39,66;3,21
Nothobranchiidae;Epiplatys chaperi;Freshwater;39,81;2,45
Nothobranchiidae;Epiplatys maeseni;Freshwater;39,23;2,98
Nothobranchiidae;Epiplatys multifasciatus;Freshwater;38,67;2,95
Nothobranchiidae;Epiplatys roloffi;Freshwater;39,10;2,52
Nothobranchiidae;Epiplatys sexfasciatus;Freshwater;38,93;2,95
Nothobranchiidae;Epiplatys singa;Freshwater;39,56;2,98
Nothobranchiidae;Fenerbahce formosus;Freshwater;38,82;2,45
Nothobranchiidae;Foerschichthys flavipinnis;Freshwater;40,11;2,52
Nothobranchiidae;Fundulopanchax amieti;Freshwater;39,15;3,21
Nothobranchiidae;Fundulopanchax cinnamomeus;Freshwater;39,39;3,25
Nothobranchiidae;Fundulopanchax fallax;Freshwater;39,15;3,21
Nothobranchiidae;Fundulopanchax filamentosus;Freshwater;39,95;3,24
Nothobranchiidae;Fundulopanchax gardneri;Freshwater;40,10;3,25
Nothobranchiidae;Fundulopanchax gularis;Freshwater;39,92;3,11
Nothobranchiidae;Fundulopanchax mirabilis;Freshwater;39,12;3,41
Nothobranchiidae;Fundulopanchax ndianus;Freshwater;39,74;3,25
Nothobranchiidae;Fundulopanchax robertsoni;Freshwater;39,49;3,21
Nothobranchiidae;Fundulopanchax scheeli;Freshwater;39,42;3,24
Nothobranchiidae;Fundulopanchax sjostedti;Freshwater;39,83;3,41
Nothobranchiidae;Fundulopanchax walkeri;Freshwater;39,68;3,24
Nothobranchiidae;Nimbapanchax jeanpoli;Freshwater;38,91;3,11
Nothobranchiidae;Nimbapanchax petersi;Freshwater;39,70;2,95
Nothobranchiidae;Nimbapanchax viridis;Freshwater;39,02;3,11
Nothobranchiidae;Nothobranchius kafuensis;Freshwater;38,13;3,41
Nothobranchiidae;Nothobranchius kirki;Freshwater;38,81;3,41
Nothobranchiidae;Nothobranchius thierryi;Freshwater;40,33;3,41
Nothobranchiidae;Pronothobranchius kiyawensis;Freshwater;39,89;3,41
Nothobranchiidae;Scriptaphyosemion bertholdi;Freshwater;39,93;3,25
Nothobranchiidae;Scriptaphyosemion brueningi;Freshwater;38,98;3,21
Nothobranchiidae;Scriptaphyosemion chaytori;Freshwater;39,96;3,25
Nothobranchiidae;Scriptaphyosemion etzeli;Freshwater;40,04;3,25
Nothobranchiidae;Scriptaphyosemion geryi;Freshwater;40,19;3,25
Nothobranchiidae;Scriptaphyosemion guignardi;Freshwater;40,12;2,98
Nothobranchiidae;Scriptaphyosemion liberiense;Freshwater;39,10;3,21
Nothobranchiidae;Scriptaphyosemion roloffi;Freshwater;39,20;3,24
Nothobranchiidae;Scriptaphyosemion schmitti;Freshwater;39,10;3,24
Notopteridae;Chitala chitala;Freshwater;35,22;3,77
Notopteridae;Chitala ornata;Freshwater;38,58;3,77
Notopteridae;Notopterus notopterus;Freshwater;37,63;3,59
Notopteridae;Xenomystus nigri;Freshwater;37,87;3,56
Nototheniidae;Gobionotothen gibberifrons;Marine;17,46;0,18
Nototheniidae;Lepidonotothen squamifrons;Marine;16,28;0,16
Nototheniidae;Lindbergichthys nudifrons;Marine;14,75;0,16
Nototheniidae;Notothenia angustata;Marine;27,00;0,16
Nototheniidae;Notothenia coriiceps;Marine;18,90;0,18
Nototheniidae;Notothenia rossii;Marine;17,61;0,16
Nototheniidae;Pagothenia borchgrevinki;Marine;11,80;0,15
Nototheniidae;Trematomus bernacchii;Marine;13,99;0,21
Nototheniidae;Trematomus hansoni;Marine;13,66;0,17
Nototheniidae;Trematomus pennellii;Marine;12,34;0,16
Odontobutidae;Perccottus glenii;Freshwater;37,41;0,16
Olyridae;Olyra longicaudata;Freshwater;36,98;1,91
Osmeridae;Hypomesus nipponensis;Freshwater;31,28;0,16
Osmeridae;Hypomesus olidus;Freshwater;25,81;1,25
Osmeridae;Hypomesus transpacificus;Freshwater;29,86;0,17
Osmeridae;Osmerus dentex;Freshwater;25,49;0,62
Osmeridae;Osmerus eperlanus;Freshwater;27,80;1,22
Osmeridae;Osmerus mordax;Freshwater;27,19;0,15
Osmeridae;Spirinchus thaleichthys;Freshwater;28,78;1,66
Osmeridae;Thaleichthys pacificus;Freshwater;27,43;1,66
Osphronemidae;Betta imbellis;Freshwater;40,14;2,87
Osphronemidae;Betta prima;Freshwater;40,62;2,88
Osphronemidae;Betta simplex;Freshwater;40,35;2,89
Osphronemidae;Betta smaragdina;Freshwater;40,57;2,88
Osphronemidae;Betta splendens;Freshwater;40,79;2,87
Osphronemidae;Ctenops nobilis;Freshwater;39,28;2,43
Osphronemidae;Macropodus erythropterus;Freshwater;39,55;2,89
Osphronemidae;Macropodus opercularis;Freshwater;38,79;2,80
Osphronemidae;Macropodus spechti;Freshwater;38,66;2,88
Osphronemidae;Osphronemus exodon;Freshwater;40,59;2,33
Osphronemidae;Osphronemus goramy;Freshwater;40,58;2,33
Osphronemidae;Parasphaerichthys ocellatus;Freshwater;39,03;2,43
Osphronemidae;Pseudosphromenus cupanus;Freshwater;40,88;2,80
Osphronemidae;Pseudosphromenus dayi;Freshwater;40,48;2,80
Osphronemidae;Trichogaster chuna;Freshwater;38,90;2,80
Osphronemidae;Trichogaster fasciata;Freshwater;39,11;2,88
Osphronemidae;Trichogaster labiosa;Freshwater;39,45;2,89
Osphronemidae;Trichogaster lalius;Freshwater;39,40;2,62
Osphronemidae;Trichogaster microlepis;Freshwater;40,71;2,88
Osphronemidae;Trichopodus leerii;Freshwater;40,49;2,62
Osphronemidae;Trichopodus pectoralis;Freshwater;40,05;2,80
Osphronemidae;Trichopodus trichopterus;Freshwater;38,60;2,88
Osphronemidae;Trichopsis pumila;Freshwater;40,08;2,88
Osphronemidae;Trichopsis schalleri;Freshwater;40,02;2,88
Osphronemidae;Trichopsis vittata;Freshwater;40,34;2,80
Osteoglossidae;Scleropages formosus;Freshwater;38,03;3,77
Pangasiidae;Helicophagus leptorhynchus;Freshwater;39,85;2,15
Pangasiidae;Pangasianodon gigas;Freshwater;40,02;2,10
Pangasiidae;Pangasianodon hypophthalmus;Freshwater;40,40;2,09
Pangasiidae;Pangasius bocourti;Freshwater;39,71;2,39
Pangasiidae;Pangasius conchophilus;Freshwater;40,47;2,49
Pangasiidae;Pangasius larnaudii;Freshwater;40,23;2,14
Pangasiidae;Pangasius macronema;Freshwater;40,00;2,39
Pangasiidae;Pangasius sanitwongsei;Freshwater;40,01;2,49
Pangasiidae;Pseudolais pleurotaenia;Freshwater;40,17;2,39
Pantodontidae;Pantodon buchholzi;Freshwater;37,97;3,59
Paralichthyidae;Paralichthys californicus;Marine;35,10;0,15
Paralichthyidae;Paralichthys lethostigma;Freshwater;38,33;0,15
Paralichthyidae;Paralichthys olivaceus;Marine;35,23;0,17
Percichthyidae;Coreoperca whiteheadi;Freshwater;37,91;2,22
Percichthyidae;Siniperca fortis;Freshwater;36,97;2,45
Percichthyidae;Siniperca knerii;Freshwater;37,14;2,45
Percichthyidae;Siniperca obscura;Freshwater;37,63;2,45
Percichthyidae;Siniperca roulei;Freshwater;37,84;2,18
Percichthyidae;Siniperca scherzeri;Freshwater;36,48;2,15
Percichthyidae;Siniperca undulata;Freshwater;37,44;2,45
Percidae;Ammocrypta beanii;Freshwater;36,89;1,91
Percidae;Ammocrypta bifascia;Freshwater;37,02;1,91
Percidae;Ammocrypta clara;Freshwater;35,22;1,80
Percidae;Ammocrypta meridiana;Freshwater;36,81;1,91
Percidae;Ammocrypta vivax;Freshwater;36,79;1,91
Percidae;Crystallaria asprella;Freshwater;35,50;1,74
Percidae;Etheostoma acuticeps;Freshwater;34,73;2,11
Percidae;Etheostoma asprigene;Freshwater;35,91;1,25
Percidae;Etheostoma baileyi;Freshwater;35,69;1,64
Percidae;Etheostoma barbouri;Freshwater;36,13;1,48
Percidae;Etheostoma barrenense;Freshwater;36,12;1,84
Percidae;Etheostoma basilare;Freshwater;36,18;1,63
Percidae;Etheostoma bellator;Freshwater;37,00;2,54
Percidae;Etheostoma bellum;Freshwater;35,79;2,72
Percidae;Etheostoma bison;Freshwater;35,88;1,21
Percidae;Etheostoma blennioides;Freshwater;35,76;0,15
Percidae;Etheostoma blennius;Freshwater;36,64;1,21
Percidae;Etheostoma brevirostrum;Freshwater;36,46;2,29
Percidae;Etheostoma burri;Freshwater;36,28;1,30
Percidae;Etheostoma caeruleum;Freshwater;34,90;0,15
Percidae;Etheostoma camurum;Freshwater;34,99;2,71
Percidae;Etheostoma cervus;Freshwater;36,63;2,25
Percidae;Etheostoma chermocki;Freshwater;36,83;2,54
Percidae;Etheostoma chienense;Freshwater;36,54;1,75
Percidae;Etheostoma chlorobranchium;Freshwater;34,69;2,64
Percidae;Etheostoma chlorosomum;Freshwater;36,45;1,67
Percidae;Etheostoma chuckwachatte;Freshwater;36,27;1,92
Percidae;Etheostoma cinereum;Freshwater;35,78;1,52
Percidae;Etheostoma collettei;Freshwater;37,21;1,25
Percidae;Etheostoma collis;Freshwater;36,03;2,01
Percidae;Etheostoma colorosum;Freshwater;37,31;2,29
Percidae;Etheostoma coosae;Freshwater;36,45;1,82
Percidae;Etheostoma corona;Freshwater;36,61;2,02
Percidae;Etheostoma crossopterum;Freshwater;36,36;1,74
Percidae;Etheostoma denoncourti;Freshwater;35,77;2,12
Percidae;Etheostoma derivativum;Freshwater;36,38;1,68
Percidae;Etheostoma ditrema;Freshwater;36,62;1,25
Percidae;Etheostoma douglasi;Freshwater;36,88;2,29
Percidae;Etheostoma duryi;Freshwater;36,59;1,82
Percidae;Etheostoma edwini;Freshwater;36,99;1,67
Percidae;Etheostoma etnieri;Freshwater;36,12;2,25
Percidae;Etheostoma etowahae;Freshwater;36,32;2,29
Percidae;Etheostoma euzonum;Freshwater;36,40;1,72
Percidae;Etheostoma exile;Freshwater;31,98;1,51
Percidae;Etheostoma flabellare;Freshwater;34,88;0,15
Percidae;Etheostoma flavum;Freshwater;36,37;1,82
Percidae;Etheostoma fonticola;Freshwater;37,44;0,15
Percidae;Etheostoma forbesi;Freshwater;36,17;1,78
Percidae;Etheostoma fragi;Freshwater;36,62;1,45
Percidae;Etheostoma fusiforme;Freshwater;36,85;2,01
Percidae;Etheostoma gracile;Freshwater;36,83;2,01
Percidae;Etheostoma histrio;Freshwater;36,77;1,46
Percidae;Etheostoma inscriptum;Freshwater;36,91;1,68
Percidae;Etheostoma jordani;Freshwater;36,27;2,11
Percidae;Etheostoma juliae;Freshwater;36,31;1,75
Percidae;Etheostoma kanawhae;Freshwater;34,33;1,63
Percidae;Etheostoma kantuckeense;Freshwater;35,52;0,63
Percidae;Etheostoma kennicotti;Freshwater;36,18;1,39
Percidae;Etheostoma lachneri;Freshwater;36,99;2,40
Percidae;Etheostoma lawrencei;Freshwater;35,39;1,04
Percidae;Etheostoma longimanum;Freshwater;35,14;1,31
Percidae;Etheostoma luteovinctum;Freshwater;36,04;1,52
Percidae;Etheostoma lynceum;Freshwater;37,01;1,74
Percidae;Etheostoma maculatum;Freshwater;34,76;2,72
Percidae;Etheostoma mariae;Freshwater;36,99;2,19
Percidae;Etheostoma microperca;Freshwater;33,37;1,36
Percidae;Etheostoma moorei;Freshwater;36,70;2,43
Percidae;Etheostoma neopterum;Freshwater;36,54;2,18
Percidae;Etheostoma nianguae;Freshwater;36,35;1,72
Percidae;Etheostoma nigripinne;Freshwater;36,41;2,18
Percidae;Etheostoma nigrum;Freshwater;32,83;0,15
Percidae;Etheostoma obeyense;Freshwater;35,93;1,65
Percidae;Etheostoma olivaceum;Freshwater;36,17;1,74
Percidae;Etheostoma olmstedi;Freshwater;34,26;1,40
Percidae;Etheostoma oophylax;Freshwater;36,44;1,74
Percidae;Etheostoma osburni;Freshwater;34,32;1,63
Percidae;Etheostoma parvipinne;Freshwater;37,08;2,19
Percidae;Etheostoma percnurum;Freshwater;34,98;1,08
Percidae;Etheostoma perlongum;Freshwater;36,90;1,40
Percidae;Etheostoma podostemone;Freshwater;34,85;0,38
Percidae;Etheostoma proeliare;Freshwater;36,50;0,69
Percidae;Etheostoma pseudovulatum;Freshwater;36,41;1,74
Percidae;Etheostoma punctulatum;Freshwater;36,11;1,48
Percidae;Etheostoma pyrrhogaster;Freshwater;36,60;2,25
Percidae;Etheostoma radiosum;Freshwater;37,12;1,45
Percidae;Etheostoma rafinesquei;Freshwater;36,18;1,84
Percidae;Etheostoma ramseyi;Freshwater;37,16;2,29
Percidae;Etheostoma raneyi;Freshwater;36,88;1,66
Percidae;Etheostoma rubrum;Freshwater;37,07;2,43
Percidae;Etheostoma rufilineatum;Freshwater;35,39;2,43
Percidae;Etheostoma rupestre;Freshwater;37,14;0,90
Percidae;Etheostoma sagitta;Freshwater;35,72;1,73
Percidae;Etheostoma scotti;Freshwater;36,25;1,82
Percidae;Etheostoma serrifer;Freshwater;36,47;1,66
Percidae;Etheostoma simoterum;Freshwater;35,86;1,74
Percidae;Etheostoma smithi;Freshwater;36,36;2,00
Percidae;Etheostoma spectabile;Freshwater;35,32;0,15
Percidae;Etheostoma squamiceps;Freshwater;35,94;1,59
Percidae;Etheostoma stigmaeum;Freshwater;36,60;1,67
Percidae;Etheostoma striatulum;Freshwater;36,40;2,00
Percidae;Etheostoma susanae;Freshwater;35,41;1,00
Percidae;Etheostoma swannanoa;Freshwater;35,24;1,56
Percidae;Etheostoma tallapoosae;Freshwater;36,81;2,25
Percidae;Etheostoma tecumsehi;Freshwater;35,90;1,21
Percidae;Etheostoma tetrazonum;Freshwater;36,19;1,65
Percidae;Etheostoma thalassinum;Freshwater;36,65;1,69
Percidae;Etheostoma tippecanoe;Freshwater;34,69;2,11
Percidae;Etheostoma tuscumbia;Freshwater;36,54;1,54
Percidae;Etheostoma variatum;Freshwater;35,04;1,65
Percidae;Etheostoma virgatum;Freshwater;35,89;1,67
Percidae;Etheostoma vulneratum;Freshwater;34,84;2,43
Percidae;Etheostoma wapiti;Freshwater;36,43;2,43
Percidae;Etheostoma whipplei;Freshwater;36,90;1,45
Percidae;Etheostoma zonale;Freshwater;35,48;1,74
Percidae;Etheostoma zonistium;Freshwater;36,71;2,03
Percidae;Gymnocephalus baloni;Freshwater;33,72;1,11
Percidae;Gymnocephalus cernua;Freshwater;30,09;0,16
Percidae;Gymnocephalus schraetser;Freshwater;33,45;0,75
Percidae;Nothonotus aquali;Freshwater;35,97;2,43
Percidae;Nothonotus microlepidus;Freshwater;35,97;2,72
Percidae;Nothonotus sanguifluus;Freshwater;35,51;2,64
Percidae;Perca flavescens;Freshwater;30,70;0,15
Percidae;Perca fluviatilis;Freshwater;31,79;0,16
Percidae;Percina antesella;Freshwater;36,14;2,72
Percidae;Percina aurantiaca;Freshwater;34,96;2,29
Percidae;Percina aurolineata;Freshwater;36,28;2,64
Percidae;Percina aurora;Freshwater;37,01;2,72
Percidae;Percina austroperca;Freshwater;37,00;3,00
Percidae;Percina brevicauda;Freshwater;36,75;2,72
Percidae;Percina burtoni;Freshwater;34,94;2,64
Percidae;Percina caprodes;Freshwater;31,93;2,64
Percidae;Percina carbonaria;Freshwater;37,11;2,64
Percidae;Percina copelandi;Freshwater;34,01;2,64
Percidae;Percina crassa;Freshwater;35,91;1,92
Percidae;Percina cymatotaenia;Freshwater;35,98;2,72
Percidae;Percina evides;Freshwater;34,96;2,29
Percidae;Percina fulvitaenia;Freshwater;36,44;2,84
Percidae;Percina gymnocephala;Freshwater;34,24;2,43
Percidae;Percina jenkinsi;Freshwater;35,91;2,48
Percidae;Percina kathae;Freshwater;36,64;3,00
Percidae;Percina kusha;Freshwater;36,03;2,48
Percidae;Percina lenticula;Freshwater;36,72;2,48
Percidae;Percina macrocephala;Freshwater;34,88;1,79
Percidae;Percina macrolepida;Freshwater;36,35;2,72
Percidae;Percina maculata;Freshwater;34,70;2,71
Percidae;Percina nasuta;Freshwater;36,34;2,84
Percidae;Percina nevisense;Freshwater;35,67;2,11
Percidae;Percina nigrofasciata;Freshwater;36,74;2,84
Percidae;Percina notogramma;Freshwater;35,47;2,64
Percidae;Percina oxyrhynchus;Freshwater;34,75;2,84
Percidae;Percina palmaris;Freshwater;36,36;2,29
Percidae;Percina pantherina;Freshwater;36,69;2,71
Percidae;Percina peltata;Freshwater;34,44;2,11
Percidae;Percina phoxocephala;Freshwater;35,54;2,84
Percidae;Percina rex;Freshwater;35,84;2,29
Percidae;Percina roanoka;Freshwater;35,87;1,80
Percidae;Percina sciera;Freshwater;36,40;2,72
Percidae;Percina shumardi;Freshwater;33,45;2,84
Percidae;Percina sipsi;Freshwater;36,54;2,84
Percidae;Percina smithvanizi;Freshwater;36,49;2,48
Percidae;Percina squamata;Freshwater;34,85;2,84
Percidae;Percina stictogaster;Freshwater;35,75;2,72
Percidae;Percina suttkusi;Freshwater;36,91;2,76
Percidae;Percina tanasi;Freshwater;35,63;2,72
Percidae;Percina uranidea;Freshwater;36,34;2,72
Percidae;Percina vigil;Freshwater;36,58;2,84
Percidae;Romanichthys valsanicola;Freshwater;34,14;1,47
Percidae;Sander canadensis;Freshwater;32,29;0,15
Percidae;Sander lucioperca;Freshwater;34,40;0,16
Percidae;Sander vitreus;Freshwater;33,24;0,16
Percidae;Sander volgensis;Freshwater;34,04;0,80
Percidae;Zingel streber;Freshwater;33,29;1,45
Percidae;Zingel zingel;Freshwater;34,14;1,46
Percopsidae;Percopsis omiscomaycus;Freshwater;31,02;0,15
Percopsidae;Percopsis transmontana;Freshwater;33,79;2,29
Pholidae;Pholis ornata;Marine;32,88;0,17
Plecoglossidae;Plecoglossus altivelis altivelis;Freshwater;34,94;2,24
Pleuronectidae;Lepidopsetta bilineata;Marine;25,15;0,19
Pleuronectidae;Parophrys vetulus;Marine;28,54;0,16
Pleuronectidae;Platichthys flesus;Freshwater;32,75;0,15
Pleuronectidae;Pleuronectes platessa;Freshwater;30,64;0,16
Pleuronectidae;Pseudopleuronectes americanus;Marine;29,55;0,16
Plotosidae;Plotosus lineatus;Marine;38,26;0,17
Poeciliidae;Belonesox belizanus;Freshwater;38,47;0,16
Poeciliidae;Cnesterodon decemmaculatus;Freshwater;38,20;0,15
Poeciliidae;Gambusia affinis;Freshwater;40,23;0,17
Poeciliidae;Gambusia geiseri;Freshwater;40,18;1,28
Poeciliidae;Gambusia heterochir;Freshwater;39,97;1,27
Poeciliidae;Gambusia holbrooki;Freshwater;39,77;0,17
Poeciliidae;Gambusia yucatana;Freshwater;41,00;0,16
Poeciliidae;Heterandria formosa;Freshwater;37,95;0,16
Poeciliidae;Poecilia latipinna;Freshwater;40,68;0,16
Poeciliidae;Poecilia mexicana;Freshwater;40,79;0,16
Poeciliidae;Poecilia reticulata;Marine;39,76;0,16
Poeciliidae;Poeciliopsis occidentalis;Freshwater;39,54;0,16
Poeciliidae;Xiphophorus maculatus;Freshwater;38,07;0,16
Poeciliidae;Xiphophorus variatus;Freshwater;37,61;0,16
Polycentridae;Polycentropsis abbreviata;Freshwater;39,31;2,42
Polyodontidae;Polyodon spathula;Freshwater;34,48;0,16
Pomacanthidae;Apolemichthys trimaculatus;Marine;38,41;2,78
Pomacanthidae;Apolemichthys xanthurus;Marine;38,95;2,81
Pomacanthidae;Centropyge aurantia;Marine;38,46;2,78
Pomacanthidae;Centropyge aurantonotus;Marine;38,13;3,11
Pomacanthidae;Centropyge eibli;Marine;38,63;2,95
Pomacanthidae;Centropyge ferrugata;Marine;37,91;3,14
Pomacanthidae;Centropyge fisheri;Marine;38,33;3,04
Pomacanthidae;Centropyge flavissima;Marine;38,52;3,04
Pomacanthidae;Centropyge loriculus;Marine;38,45;3,29
Pomacanthidae;Centropyge multispinis;Marine;38,92;2,81
Pomacanthidae;Centropyge nox;Marine;38,60;2,81
Pomacanthidae;Centropyge potteri;Marine;37,50;3,29
Pomacanthidae;Centropyge venusta;Marine;38,17;2,78
Pomacanthidae;Centropyge vrolikii;Marine;38,41;3,04
Pomacanthidae;Chaetodontoplus caeruleopunctatus;Marine;38,42;2,60
Pomacanthidae;Chaetodontoplus duboulayi;Marine;38,71;2,49
Pomacanthidae;Chaetodontoplus melanosoma;Marine;38,52;2,49
Pomacanthidae;Chaetodontoplus meredithi;Marine;37,32;2,60
Pomacanthidae;Chaetodontoplus mesoleucus;Marine;38,48;2,49
Pomacanthidae;Genicanthus lamarck;Marine;38,52;3,04
