species_alias,species_raw_names,kingdom_local,phylum_local,class_local,order_local,family_local,habitat_sources,group_local,trait_sources,consumer_taxon_status,queried_as_consumer,exclusion_reason
Amphilius jacksonii,Amphilius jacksonii,Animalia,Chordata,Actinopterygii,,Amphiliidae,freshwater,fish,ComteOlden,animal,TRUE,""
Amphilius platychir,Amphilius platychir,Animalia,Chordata,Actinopterygii,,Amphiliidae,freshwater,fish,ComteOlden,animal,TRUE,""
Amphilius rheophilus,Amphilius rheophilus,Animalia,Chordata,Actinopterygii,,Amphiliidae,freshwater,fish,ComteOlden,animal,TRUE,""
Anabas testudineus,Anabas testudineus,Metazoa,Chordata,Actinopteri,Acanthomorphata,Anabantidae,freshwater;mixed,fish,ComteOlden;ThermoFresh,animal,TRUE,""
Anablepsoides compressus,Anablepsoides compressus,Metazoa,Chordata,Actinopteri,Acanthomorphata,,freshwater,fish,ThermoFresh,animal,TRUE,""
Anacroneuria cajas,Anacroneuria cajas,Metazoa,Arthropoda,Insecta,Plecoptera,Perlidae,freshwater,invertebrate,ThermoFresh,animal,TRUE,""
Anacroneuria guambiana,Anacroneuria guambiana,Metazoa,Arthropoda,Insecta,Plecoptera,Perlidae,freshwater,invertebrate,ThermoFresh,animal,TRUE,""
Anacroneuria rawlinsi,Anacroneuria rawlinsi,Metazoa,Arthropoda,Insecta,Plecoptera,Perlidae,freshwater,invertebrate,ThermoFresh,animal,TRUE,""
Anaecypris hispanica,Anaecypris hispanica,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Anampses caeruleopunctatus,Anampses caeruleopunctatus,Animalia,Chordata,Actinopterygii,,Labridae,marine,fish,ComteOlden,animal,TRUE,""
Anampses geographicus,Anampses geographicus,Animalia,Chordata,Actinopterygii,,Labridae,marine,fish,ComteOlden,animal,TRUE,""
Anampses meleagrides,Anampses meleagrides,Animalia,Chordata,Actinopterygii,,Labridae,marine,fish,ComteOlden,animal,TRUE,""
Anampses neoguinaicus,Anampses neoguinaicus,Animalia,Chordata,Actinopterygii,,Labridae,marine,fish,ComteOlden,animal,TRUE,""
Anampses twistii,Anampses twistii,Animalia,Chordata,Actinopterygii,,Labridae,marine,fish,ComteOlden,animal,TRUE,""
Anaptychia leucomelaena,Anaptychia leucomelaena,,Ascomycota,Lecanoromycetes,Caliciales,Physciaceae,"",,GlobTherm,non_animal,FALSE,Taxon is not an animal
Anax imperator,Anax imperator,Metazoa,Arthropoda,Insecta,Odonata,Aeshnidae,freshwater,invertebrate,ThermoFresh,animal,TRUE,""
Anax junius,Anax junius,,Arthropoda,Insecta,Odonata,Aeshnidae,"",,GlobTherm,animal,TRUE,""
Anax longipes,Anax longipes,Metazoa,Arthropoda,Insecta,Odonata,Aeshnidae,freshwater,invertebrate,ThermoFresh,animal,TRUE,""
Anaxyrus compactilis,Anaxyrus compactilis,,Chordata,Amphibia,Anura,Bufonidae,"",,GlobTherm,animal,TRUE,""
Ancherythroculter daovantieni,Ancherythroculter daovantieni,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Anchoa mitchilli,Anchoa mitchilli,Animalia,Chordata,Actinopterygii,,Engraulidae,freshwater,fish,ComteOlden,animal,TRUE,""
Ancylus fluviatilis,Ancylus fluviatilis,Metazoa,Mollusca,Gastropoda,Hygrophila,Planorbidae,freshwater,invertebrate,ThermoFresh,animal,TRUE,""
Anematichthys armatus,Anematichthys armatus,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Anematichthys repasson,Anematichthys repasson,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Anguilla anguilla,Anguilla anguilla,Animalia,Chordata,Actinopterygii,Anguilliformes,Anguillidae,freshwater;mixed,fish,ComteOlden;ThermoFresh,animal,TRUE,""
Anguilla australis,Anguilla australis,Metazoa,Chordata,Actinopteri,Anguilliformes,Anguillidae,mixed,fish,GlobTherm;ThermoFresh,animal,TRUE,""
Anguilla bicolor,Anguilla bicolor,Animalia,Chordata,Actinopterygii,,Anguillidae,freshwater,fish,ComteOlden,animal,TRUE,""
Anguilla dieffenbachii,Anguilla dieffenbachii,Animalia,Chordata,Actinopterygii,Anguilliformes,Anguillidae,freshwater;mixed,fish,ComteOlden;GlobTherm;ThermoFresh,animal,TRUE,""
Anguilla marmorata,Anguilla marmorata,Animalia,Chordata,Actinopterygii,,Anguillidae,freshwater,fish,ComteOlden,animal,TRUE,""
Anguilla mossambica,Anguilla mossambica,Animalia,Chordata,Actinopterygii,,Anguillidae,freshwater,fish,ComteOlden,animal,TRUE,""
Anguilla rostrata,Anguilla rostrata,Animalia,Chordata,Actinopterygii,,Anguillidae,freshwater,fish,ComteOlden,animal,TRUE,""
Anisocentropus latifascia,Anisocentropus latifascia,Metazoa,Arthropoda,Insecta,Trichoptera,Calamoceratidae,freshwater,invertebrate,ThermoFresh,animal,TRUE,""
Anisops sardeus,Anisops sardeus,Metazoa,Arthropoda,Insecta,Hemiptera,Notonectidae,freshwater,invertebrate,ThermoFresh,animal,TRUE,""
Anisotome imbricata,Anisotome imbricata,,Streptophyta,Spermatophyta,Apiales,Apiaceae,"",,GlobTherm,non_animal,FALSE,Taxon is not an animal
Anniella pulchra,Anniella pulchra,,Chordata,Lepidosauria,Squamata,Anniellidae,"",,GlobTherm,animal,TRUE,""
Anodontia bullula,Anodontia bullula,,Mollusca,Bivalvia,Lucinoida,Lucinidae,"",,GlobTherm,animal,TRUE,""
Anolis auratus,Anolis auratus,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Anolis barbouri,Anolis barbouri,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Anolis carolinensis,Anolis carolinensis,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Anolis cooki,Anolis cooki,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Anolis cristatellus,Anolis cristatellus,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Anolis cupreus,Anolis cupreus,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Anolis cybotes,Anolis cybotes,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Anolis distichus,Anolis distichus,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Anolis evermanni,Anolis evermanni,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Anolis frenatus,Anolis frenatus,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Anolis gundlachi,Anolis gundlachi,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Anolis humilis,Anolis humilis,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Anolis intermedius,Anolis intermedius,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Anolis krugi,Anolis krugi,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Anolis lemurinus,Anolis lemurinus,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Anolis limifrons,Anolis limifrons,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Anolis lionotus,Anolis lionotus,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Anolis oculatus,Anolis oculatus,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Anolis pentaprion,Anolis pentaprion,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Anolis pulchellus,Anolis pulchellus,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Anolis roquet,Anolis roquet,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Anolis sagrei,Anolis sagrei,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Anolis semilineatus,Anolis semilineatus,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Anolis shrevei,Anolis shrevei,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Anolis stratulus,Anolis stratulus,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Anolis tropidogaster,Anolis tropidogaster,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Anolis tropidolepis,Anolis tropidolepis,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Anomalocardia squamosa,Anomalocardia squamosa,,Mollusca,Bivalvia,Veneroida,Veneridae,"",,GlobTherm,animal,TRUE,""
Anomalopus brevicollis,Anomalopus brevicollis,,Chordata,Lepidosauria,Squamata,Scincidae,"",,GlobTherm,animal,TRUE,""
Anomalopus leuckartii,Anomalopus leuckartii,,Chordata,Lepidosauria,Squamata,Scincidae,"",,GlobTherm,animal,TRUE,""
Anopheles plumbeus,Anopheles plumbeus,Metazoa,Arthropoda,Insecta,Diptera,Culicidae,freshwater,invertebrate,ThermoFresh,animal,TRUE,""
Anopheles quadriannulatus,Anopheles quadriannulatus,Metazoa,Arthropoda,Insecta,Diptera,Culicidae,freshwater,invertebrate,ThermoFresh,animal,TRUE,""
Anoplarchus purpurescens,Anoplarchus purpurescens,Animalia,Chordata,Actinopterygii,,Stichaeidae,freshwater,fish,ComteOlden,animal,TRUE,""
Anoplolepis gracilipes,Anoplolepis gracilipes,,Arthropoda,Insecta,Hymenoptera,Formicidae,"",,GlobTherm,animal,TRUE,""
Anopterus glandulosus,Anopterus glandulosus,,Streptophyta,Spermatophyta,Escalloniales,Escalloniaceae,"",,GlobTherm,non_animal,FALSE,Taxon is not an animal
Antarctopsocus jeanneli,Antarctopsocus jeanneli,,Arthropoda,Insecta,Psocoptera,Elipsocidae,"",,GlobTherm,animal,TRUE,""
Aoteapsyche colonica,Aoteapsyche colonica,Metazoa,Arthropoda,Insecta,Trichoptera,Hydropsychidae,freshwater,invertebrate,ThermoFresh,animal,TRUE,""
Apalone ferox,Apalone ferox,,Chordata,Archelosauria,Testudines,Trionychidae,"",,GlobTherm,animal,TRUE,""
Apeltes quadracus,Apeltes quadracus,Animalia,Chordata,Actinopterygii,,Gasterosteidae,freshwater,fish,ComteOlden,animal,TRUE,""
Apeltes quadracusa,Apeltes quadracus<a0>,,Chordata,Actinopteri,Perciformes,Gasterosteidae,"",,GlobTherm,animal,TRUE,""
Aphaenogaster carolinensis,Aphaenogaster carolinensis,,Arthropoda,Insecta,Hymenoptera,Formicidae,"",,GlobTherm,animal,TRUE,""
Aphaenogaster fulva,Aphaenogaster fulva,,Arthropoda,Insecta,Hymenoptera,Formicidae,"",,GlobTherm,animal,TRUE,""
Aphaenogaster lamellidens,Aphaenogaster lamellidens,,Arthropoda,Insecta,Hymenoptera,Formicidae,"",,GlobTherm,animal,TRUE,""
Aphaenogaster rudis,Aphaenogaster rudis,,Arthropoda,Insecta,Hymenoptera,Formicidae,"",,GlobTherm,animal,TRUE,""
Aphanenogaster senilis,Aphanenogaster senilis,,Arthropoda,Insecta,Hymenoptera,Formicidae,"",,GlobTherm,animal,TRUE,""
Aphanicerca capensis,Aphanicerca capensis,Metazoa,Arthropoda,Insecta,Plecoptera,Notonemouridae,freshwater,invertebrate,ThermoFresh,animal,TRUE,""
Aphanicercopsis tabularis,Aphanicercopsis tabularis,Metazoa,Arthropoda,Insecta,Plecoptera,Notonemouridae,freshwater,invertebrate,ThermoFresh,animal,TRUE,""
Aphanius anatoliae,Aphanius anatoliae,Animalia,Chordata,Actinopterygii,,Cyprinodontidae,freshwater,fish,ComteOlden,animal,TRUE,""
Aphanius asquamatus,Aphanius asquamatus,Animalia,Chordata,Actinopterygii,,Cyprinodontidae,freshwater,fish,ComteOlden,animal,TRUE,""
Aphanius danfordii,Aphanius danfordii,Animalia,Chordata,Actinopterygii,,Cyprinodontidae,freshwater,fish,ComteOlden,animal,TRUE,""
Aphanius fasciatus,Aphanius fasciatus,Animalia,Chordata,Actinopterygii,,Cyprinodontidae,freshwater,fish,ComteOlden,animal,TRUE,""
Aphanius iberus,Aphanius iberus,Animalia,Chordata,Actinopterygii,,Cyprinodontidae,freshwater,fish,ComteOlden,animal,TRUE,""
Aphanius mento,Aphanius mento,Animalia,Chordata,Actinopterygii,,Cyprinodontidae,freshwater,fish,ComteOlden,animal,TRUE,""
Aphelocheirus aestivalis,Aphelocheirus aestivalis,Metazoa,Arthropoda,Insecta,Hemiptera,Aphelocheiridae,freshwater,invertebrate,ThermoFresh,animal,TRUE,""
Aphredoderus sayanus,Aphredoderus sayanus,Animalia,Chordata,Actinopterygii,,Aphredoderidae,freshwater,fish,ComteOlden,animal,TRUE,""
Aphyocypris chinensis,Aphyocypris chinensis,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,ThermoFresh,animal,TRUE,""
Aphyosemion ahli,Aphyosemion ahli,Animalia,Chordata,Actinopterygii,,Nothobranchiidae,freshwater,fish,ComteOlden,animal,TRUE,""
Aphyosemion alpha,Aphyosemion alpha,Animalia,Chordata,Actinopterygii,,Nothobranchiidae,freshwater,fish,ComteOlden,animal,TRUE,""
Aphyosemion aureum,Aphyosemion aureum,Animalia,Chordata,Actinopterygii,,Nothobranchiidae,freshwater,fish,ComteOlden,animal,TRUE,""
Aphyosemion australe,Aphyosemion australe,Animalia,Chordata,Actinopterygii,,Nothobranchiidae,freshwater,fish,ComteOlden,animal,TRUE,""
Aphyosemion bamilekorum,Aphyosemion bamilekorum,Animalia,Chordata,Actinopterygii,,Nothobranchiidae,freshwater,fish,ComteOlden,animal,TRUE,""
Aphyosemion batesii,Aphyosemion batesii,Animalia,Chordata,Actinopterygii,,Nothobranchiidae,freshwater,fish,ComteOlden,animal,TRUE,""
Aphyosemion bitaeniatum,Aphyosemion bitaeniatum,Animalia,Chordata,Actinopterygii,,Nothobranchiidae,freshwater,fish,ComteOlden,animal,TRUE,""
Aphyosemion bivittatum,Aphyosemion bivittatum,Animalia,Chordata,Actinopterygii,,Nothobranchiidae,freshwater,fish,ComteOlden,animal,TRUE,""
Aphyosemion bualanum,Aphyosemion bualanum,Animalia,Chordata,Actinopterygii,,Nothobranchiidae,freshwater,fish,ComteOlden,animal,TRUE,""
Aphyosemion calliurum,Aphyosemion calliurum,Animalia,Chordata,Actinopterygii,,Nothobranchiidae,freshwater,fish,ComteOlden,animal,TRUE,""
Aphyosemion cameronense,Aphyosemion cameronense,Animalia,Chordata,Actinopterygii,,Nothobranchiidae,freshwater,fish,ComteOlden,animal,TRUE,""
Aphyosemion christyi,Aphyosemion christyi,Animalia,Chordata,Actinopterygii,,Nothobranchiidae,freshwater,fish,ComteOlden,animal,TRUE,""
Aphyosemion citrineipinnis,Aphyosemion citrineipinnis,Animalia,Chordata,Actinopterygii,,Nothobranchiidae,freshwater,fish,ComteOlden,animal,TRUE,""
Aphyosemion coeleste,Aphyosemion coeleste,Animalia,Chordata,Actinopterygii,,Nothobranchiidae,freshwater,fish,ComteOlden,animal,TRUE,""
Aphyosemion cognatum,Aphyosemion cognatum,Animalia,Chordata,Actinopterygii,,Nothobranchiidae,freshwater,fish,ComteOlden,animal,TRUE,""
Aphyosemion congicum,Aphyosemion congicum,Animalia,Chordata,Actinopterygii,,Nothobranchiidae,freshwater,fish,ComteOlden,animal,TRUE,""
Aphyosemion decorsei,Aphyosemion decorsei,Animalia,Chordata,Actinopterygii,,Nothobranchiidae,freshwater,fish,ComteOlden,animal,TRUE,""
Aphyosemion edeanum,Aphyosemion edeanum,Animalia,Chordata,Actinopterygii,,Nothobranchiidae,freshwater,fish,ComteOlden,animal,TRUE,""
Aphyosemion elberti,Aphyosemion elberti,Animalia,Chordata,Actinopterygii,,Nothobranchiidae,freshwater,fish,ComteOlden,animal,TRUE,""
Aphyosemion elegans,Aphyosemion elegans,Animalia,Chordata,Actinopterygii,,Nothobranchiidae,freshwater,fish,ComteOlden,animal,TRUE,""
Aphyosemion etsamense,Aphyosemion etsamense,Animalia,Chordata,Actinopterygii,,Nothobranchiidae,freshwater,fish,ComteOlden,animal,TRUE,""
Aphyosemion exigoideum,Aphyosemion exigoideum,Animalia,Chordata,Actinopterygii,,Nothobranchiidae,freshwater,fish,ComteOlden,animal,TRUE,""
Aphyosemion exiguum,Aphyosemion exiguum,Animalia,Chordata,Actinopterygii,,Nothobranchiidae,freshwater,fish,ComteOlden,animal,TRUE,""
Aphyosemion franzwerneri,Aphyosemion franzwerneri,Animalia,Chordata,Actinopterygii,,Nothobranchiidae,freshwater,fish,ComteOlden,animal,TRUE,""
Aphyosemion heinemanni,Aphyosemion heinemanni,Animalia,Chordata,Actinopterygii,,Nothobranchiidae,freshwater,fish,ComteOlden,animal,TRUE,""
Aphyosemion herzogi,Aphyosemion herzogi,Animalia,Chordata,Actinopterygii,,Nothobranchiidae,freshwater,fish,ComteOlden,animal,TRUE,""
Aphyosemion kouamense,Aphyosemion kouamense,Animalia,Chordata,Actinopterygii,,Nothobranchiidae,freshwater,fish,ComteOlden,animal,TRUE,""
Aphyosemion labarrei,Aphyosemion labarrei,Animalia,Chordata,Actinopterygii,,Nothobranchiidae,freshwater,fish,ComteOlden,animal,TRUE,""
Aphyosemion lamberti,Aphyosemion lamberti,Animalia,Chordata,Actinopterygii,,Nothobranchiidae,freshwater,fish,ComteOlden,animal,TRUE,""
Aphyosemion loennbergii,Aphyosemion loennbergii,Animalia,Chordata,Actinopterygii,,Nothobranchiidae,freshwater,fish,ComteOlden,animal,TRUE,""
Aphyosemion louessense,Aphyosemion louessense,Animalia,Chordata,Actinopterygii,,Nothobranchiidae,freshwater,fish,ComteOlden,animal,TRUE,""
Aphyosemion lugens,Aphyosemion lugens,Animalia,Chordata,Actinopterygii,,Nothobranchiidae,freshwater,fish,ComteOlden,animal,TRUE,""
Aphyosemion maculatum,Aphyosemion maculatum,Animalia,Chordata,Actinopterygii,,Nothobranchiidae,freshwater,fish,ComteOlden,animal,TRUE,""
Aphyosemion mimbon,Aphyosemion mimbon,Animalia,Chordata,Actinopterygii,,Nothobranchiidae,freshwater,fish,ComteOlden,animal,TRUE,""
Aphyosemion ocellatum,Aphyosemion ocellatum,Animalia,Chordata,Actinopterygii,,Nothobranchiidae,freshwater,fish,ComteOlden,animal,TRUE,""
Aphyosemion poliaki,Aphyosemion poliaki,Animalia,Chordata,Actinopterygii,,Nothobranchiidae,freshwater,fish,ComteOlden,animal,TRUE,""
Aphyosemion primigenium,Aphyosemion primigenium,Animalia,Chordata,Actinopterygii,,Nothobranchiidae,freshwater,fish,ComteOlden,animal,TRUE,""
Aphyosemion punctatum,Aphyosemion punctatum,Animalia,Chordata,Actinopterygii,,Nothobranchiidae,freshwater,fish,ComteOlden,animal,TRUE,""
Aphyosemion rectogoense,Aphyosemion rectogoense,Animalia,Chordata,Actinopterygii,,Nothobranchiidae,freshwater,fish,ComteOlden,animal,TRUE,""
Aphyosemion riggenbachi,Aphyosemion riggenbachi,Animalia,Chordata,Actinopterygii,,Nothobranchiidae,freshwater,fish,ComteOlden,animal,TRUE,""
Aphyosemion splendopleure,Aphyosemion splendopleure,Animalia,Chordata,Actinopterygii,,Nothobranchiidae,freshwater,fish,ComteOlden,animal,TRUE,""
Aphyosemion striatum,Aphyosemion striatum,Animalia,Chordata,Actinopterygii,,Nothobranchiidae,freshwater,fish,ComteOlden,animal,TRUE,""
Aphyosemion volcanum,Aphyosemion volcanum,Animalia,Chordata,Actinopterygii,,Nothobranchiidae,freshwater,fish,ComteOlden,animal,TRUE,""
Aphyosemion wildekampi,Aphyosemion wildekampi,Animalia,Chordata,Actinopterygii,,Nothobranchiidae,freshwater,fish,ComteOlden,animal,TRUE,""
Apistogramma agassizii,Apistogramma agassizii,Metazoa,Chordata,Actinopteri,Acanthomorphata,Cichlidae,freshwater,fish,ThermoFresh,animal,TRUE,""
Apistogramma borellii,Apistogramma borellii,Metazoa,Chordata,Actinopteri,Acanthomorphata,Cichlidae,freshwater,fish,ThermoFresh,animal,TRUE,""
Apistogramma hippolytae,Apistogramma hippolytae,Metazoa,Chordata,Actinopteri,Acanthomorphata,Cichlidae,freshwater,fish,ThermoFresh,animal,TRUE,""
Apistogramma viejita,Apistogramma viejita,Metazoa,Chordata,Actinopteri,Acanthomorphata,Cichlidae,freshwater,fish,ThermoFresh,animal,TRUE,""
Aplocheilus blockii,Aplocheilus blockii,Animalia,Chordata,Actinopterygii,,Aplocheilidae,freshwater,fish,ComteOlden,animal,TRUE,""
Aplocheilus lineatus,Aplocheilus lineatus,Animalia,Chordata,Actinopterygii,,Aplocheilidae,freshwater,fish,ComteOlden,animal,TRUE,""
Aplocheilus panchax,Aplocheilus panchax,Animalia,Chordata,Actinopterygii,,Aplocheilidae,freshwater,fish,ComteOlden,animal,TRUE,""
Aplodinotus grunniens,Aplodinotus grunniens,Animalia,Chordata,Actinopterygii,Acanthomorphata,Sciaenidae,freshwater,fish,ComteOlden;ThermoFresh,animal,TRUE,""
Apogon dovii,Apogon dovii,,Chordata,Actinopteri,Kurtiformes,Apogonidae,"",,GlobTherm,animal,TRUE,""
Apogon maculatus,Apogon maculatus,Animalia,Chordata,Actinopterygii,,Apogonidae,marine,fish,ComteOlden,animal,TRUE,""
Apogon novemfasciatus,Apogon novemfasciatus,,Chordata,Actinopteri,Kurtiformes,Apogonidae,"",,GlobTherm,animal,TRUE,""
Apogon pacifici,Apogon pacifici,,Chordata,Actinopteri,Kurtiformes,Apogonidae,"",,GlobTherm,animal,TRUE,""
Apogon pacificus,Apogon pacificus,Animalia,Chordata,Actinopterygii,,Apogonidae,marine,fish,ComteOlden,animal,TRUE,""
Apolemichthys trimaculatus,Apolemichthys trimaculatus,Animalia,Chordata,Actinopterygii,,Pomacanthidae,marine,fish,ComteOlden,animal,TRUE,""
Apolemichthys xanthurus,Apolemichthys xanthurus,Animalia,Chordata,Actinopterygii,,Pomacanthidae,marine,fish,ComteOlden,animal,TRUE,""
Apophloea lyallii,Apophloea lyallii,,Rhodophyta,Florideophyceae,Hildenbrandiales,Hildenbrandiaceae,"",,GlobTherm,non_animal,FALSE,Taxon is not an animal
Aprionyx peterseni,Aprionyx peterseni,Metazoa,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,freshwater,invertebrate,ThermoFresh,animal,TRUE,""
Aquarius paludum,Aquarius paludum,Metazoa,Arthropoda,Insecta,Hemiptera,Gerridae,freshwater,invertebrate,ThermoFresh,animal,TRUE,""
Archiaphyosemion guineense,Archiaphyosemion guineense,Animalia,Chordata,Actinopterygii,,Nothobranchiidae,freshwater,fish,ComteOlden,animal,TRUE,""
Archoplites interruptus,Archoplites interruptus,Animalia,Chordata,Actinopterygii,,Centrarchidae,freshwater,fish,ComteOlden,animal,TRUE,""
Archosargus probatocephalus,Archosargus probatocephalus,Animalia,Chordata,Actinopterygii,,Sparidae,marine,fish,ComteOlden,animal,TRUE,""
Archosargus rhomboidalis,Archosargus rhomboidalis,Metazoa,Chordata,Actinopteri,Acanthomorphata,Sparidae,mixed,fish,ThermoFresh,animal,TRUE,""
Arctopsyche grandis,Arctopsyche grandis,Metazoa,Arthropoda,Insecta,Trichoptera,Hydropsychidae,freshwater,invertebrate,ThermoFresh,animal,TRUE,""
Argia vivida,Argia vivida,Metazoa,Arthropoda,Insecta,Odonata,Coenagrionidae,freshwater,invertebrate,ThermoFresh,animal,TRUE,""
Argopecten purpuratus,Argopecten purpuratus,,Mollusca,Bivalvia,Pectinoida,Pectinidae,"",,GlobTherm,animal,TRUE,""
Argyrops bleekeri,Argyrops bleekeri,Animalia,Chordata,Actinopterygii,,Sparidae,marine,fish,ComteOlden,animal,TRUE,""
Argyrotegium mackayi,Argyrotegium mackayi,,Streptophyta,Spermatophyta,Asterales,Asteraceae,"",,GlobTherm,non_animal,FALSE,Taxon is not an animal
